'ch	χ
cilbost	kɪlbɔst
cilbren	kɪlbrɛn
cilddant	kɪlðant
cildroi	kɪldrɔi̯
cildwrn	kɪldʊrn
ciledrych	kɪlɛdrɨχ
cilfach	kɪlvaχ
cilgant	kɪlɡant
cilio	kɪljɔ
cilwen	kɪlwɛn
cilwg	kɪlʊɡ
cilydd	kɪlɨ̞ð
cinio	kɪnjɔ
cipio	kɪpjɔ
cist	kiːsd
ciw	kɪu̯
ciwcymber	kɪu̯kəmbar
ciwcymber	kɪu̯kəmbɛr
ciwcymbr	kɪu̯kəmbr
ciwcymbrau	kɪu̯kəmbra
ciwcymbrau	kɪu̯kəmbraɨ̯
ciwcymbrau	kɪu̯kəmbrɛ
ciwdod	kɪu̯dɔd
claddu	klaðɨ̞
claf	klaːv
clas	klaːs
clau	klaɨ̯
clawdd	klaːu̯ð
clawr	klau̯r
cledd	kleːð
cledr	klɛdr
clefyd	klɛvɨ̞d
clefyd y galon	klɛvɨ̞dəɡalɔn
clefyd y gwair	klɛvɨ̞dəɡwai̯r
clefyd y sul	klɛvɨ̞dəsɨːl
cleren	klɛrɛn
clicio	klɪkjɔ
clicio	klɪkɔ
clirio	klɪrjɔ
clo	kloː
cloan	klɔan
cloc	klɔk
cloch	kloːχ
clod	kloːd
cloddfa	klɔðva
clodfawr	klɔdvau̯r
clodforedd	klɔdvɔrɛð
clodfori	klɔdvɔri
clodwiw	klɔdwɪu̯
clodydd	klɔdɨ̞ð
cloem	kloːɨ̯m
cloen	kloːɨ̯n
cloent	kloːɨ̯nt
clof	kloːv
clog	kloːɡ
cloi	klɔi̯
clois	klɔi̯s
cloit	klɔi̯t
cloriau	klɔrja
cloriau	klɔrjaɨ̯
cloriau	klɔrjɛ
closed	klɔsɛd
closen	klɔsɛn
closet	klɔsɛt
clou	klɔɨ̯
clown	klɔu̯n
clun	klɨːn
clust	klɨːst
clustdlws	klɨ̞sdlʊs
clwb	kluːb
clwb	klʊb
clwb te	klʊbteː
clwt	klʊt
clwyd	kluːɨ̯d
cly	klɨː
clybiau	kləbja
clybiau	kləbjaɨ̯
clybiau	kləbjɛ
clyfar	kləvar
clymu	kləmɨ̞
clyw	klɨu̯
clyw	klɪu̯
clywaf	kləwav
clywed	kləu̯ad
clywed	kləu̯ɛd
clywedog	kləu̯ɛdɔɡ
cnau	knaɨ̯
cnau cyll	knaɨ̯kɨ̞ɬ
cnau ffrengig	knaɨ̯frɛŋɪɡ
cnawd	knau̯d
cnawdol	knau̯dɔl
cneua	kneɨ̯a
cneuen	kneɨ̯an
cneuen	kneɨ̯ɛn
cneuen ffrengig	kneɨ̯anfrɛŋɪɡ
cneuen ffrengig	kneɨ̯ɛnfrɛŋɪɡ
cneuen gyll	kneɨ̯anɡɨ̞ɬ
cneuen gyll	kneɨ̯ɛnɡɨ̞ɬ
cnewyllyn	knɛu̯əɬɨ̞n
cnoi	knɔi̯
cnuchio	knɨ̞χjɔ
cnud	knɨːd
cnwd	knuːd
cobra	kɔbra
coch	koːχ
coch y berllan	koːχəbɛrɬan
cochlas	kɔχlas
cochyn	kɔχɨ̞n
cocsa	kɔksa
cod	koːd
cod post	koːdpoːsd
codau	kɔda
codau	kɔdaɨ̯
codau	kɔdɛ
coden	kɔdɛn
codi	kɔdɪ
coed	koːɨ̯d
coed afalau	koːɨ̯davala
coed afalau	koːɨ̯davalaɨ̯
coed afalau	koːɨ̯davalɛ
coeden	kɔɨ̯dan
coeden	kɔɨ̯dɛn
coeden afalau	kɔɨ̯danavala
coeden afalau	kɔɨ̯danvala
coeden afalau	kɔɨ̯dɛnavalaɨ̯
coeden afalau	kɔɨ̯dɛnavalɛ
coeden afalau	kɔɨ̯dɛnvalɛ
coedwig	kɔɨ̯dwɪɡ
coeg	koːɨ̯ɡ
coegog	kɔɨ̯ɡɔɡ
coel	koːɨ̯l
coelcerth	kɔɨ̯lkɛrθ
coelio	kɔɨ̯ljɔ
coes	koːɨ̯s
cof	koː
cof	koːv
cofbin	kɔvbɪn
coffi	kɔfi
cofia	kɔvja
cofiai	kɔvjai̯
cofiais	kɔvjai̯s
cofiais	kɔvjɛs
cofiais	kɔvjɛʃ
cofiais	kɔvɪʃ
cofiem	kɔvjɛm
cofio	kɔvjɔ
cofiwn	kɔvjʊn
cofnod	kɔvnɔd
cofnodi	kɔvnɔdi
cofnodion	kɔvnɔdjɔn
cog	koːɡ
coginio	kɔɡɪnjɔ
coleg	kɔlɛɡ
colfen	kɔlvɛn
colled	kɔɬɛd
colledion	kɔɬɛdjɔn
collen	kɔɬan
collen	kɔɬɛn
colli	kɔɬi
collnod	kɔɬnɔd
colomen	kɔlɔmɛn
colur	kɔlɨ̞r
coma	kɔma
condemni	kɔndɛmnɪ
condemnio	kɔndɛmnjɔ
conglfaen	kɔŋlvaɨ̯n
cont	kɔnt
contract	kɔntrakt
contractau	kɔntrakta
contractau	kɔntraktaɨ̯
contractau	kɔntraktɛ
conwy	kɔnʊɨ̯
conwydd	kɔnwɨ̯ð
conwydden	kɔnwəðan
conwydden	kɔnwəðɛn
conwydden	kɔnwɨ̞ðan
conwydden	kɔnwɨ̞ðɛn
conyn	kɔnɨ̞n
cop	kɔp
copa	kɔpa
copii	kɔpiːi
copog	kɔpɔɡ
copyn	kɔpɨ̞n
copïo	kɔpiːɔ
copïwr	kɔpiːʊr
copïwyr	kɔpɪwɨ̞r
cor	kɔr
corcyn	kɔrkɨ̞n
corff	kɔrf
corfflu	kɔrflɨ
corfflunio	kɔrflɨ̞njɔ
corffluniwr	kɔrflɨ̞njʊr
corffluoedd	kɔrflɨːɔɨ̯ð
corgi	kɔrɡi
corgwn	kɔrɡʊn
corhedydd	kɔrhɛdɨ̞ð
corhwyad	kɔrhʊɨ̯ad
corhwyaden	kɔrhʊɨ̯adan
corhwyaden	kɔrhʊɨ̯adɛn
corhwyaid	kɔrhʊɨ̯ai̯d
corhwyaid	kɔrhʊɨ̯ɛd
corn	kɔrn
cornel	kɔrnal
cornel	kɔrnɛl
corneli	kɔrnɛli
coronafeirws	kɔrɔnavei̯rʊs
coronafeirysau	kɔrɔnavei̯rəsa
coronafeirysau	kɔrɔnavei̯rəsaɨ̯
coronafeirysau	kɔrɔnavei̯rəsɛ
coronafirws	kɔrɔnavɪrʊs
corryn	kɔrɨ̞n
corwg	kɔrʊɡ
cosb	koːsb
cosbau	kɔsba
cosbau	kɔsbaɨ̯
cosbau	kɔsbɛ
cosyn	kɔsɨ̞n
cot	kɔt
cotiau	kɔtja
cotiau	kɔtjaɨ̯
cotiau	kɔtjɛ
cowyll	kɔu̯ɨ̞ɬ
crac	krak
craf	kraːv
craf y geifr	kraːvəɡei̯vr
crair	krai̯r
cramen	kramɛn
crech	kreːχ
cred	kreːd
creda	krɛda
credaf	krɛda
credaf	krɛdav
credant	krɛdant
credent	krɛdɛnt
creder	krɛdɛr
credes	krɛdɛs
credet	krɛdɛt
credi	krɛdɪ
credit	krɛdɪt
credo	krɛdɔ
credu	krɛdɨ
cref	kreː
cref	kreːv
crefydd	krɛvɨ̞ð
crefyddol	krɛvəðɔl
cregynna	krɛɡəna
creision	krei̯ʃɔn
creision ŷd	krei̯ʃɔnɨːd
creisionen	krei̯ʃɔnɛn
creisionen ŷd	krei̯ʃɔnɛn
creisionllyd	krei̯ʃɔnɬɨ̞d
crempog	krɛmpɔɡ
creto	krɛtɔ
crewyr	krɛu̯ɨ̞r
crist	kriːst
cristion	krɪsdjɔn
cristionogion	krɪsdjɔnɔɡjɔn
cristnogaeth	krɪsdnɔɡaɨ̯θ
cristnogaeth	krɪsdnɔɡɛθ
cristnogion	krɪsdnɔɡjɔn
cristnogol	krɪsdnɔɡɔl
criw	krɪu̯
croen	kroːɨ̯n
croeniog	krɔɨ̯njɔɡ
croenliw	krɔɨ̯nlɪu̯
croes	kroːɨ̯s
croesair	krɔɨ̯sai̯r
croesffordd	krɔɨ̯sfɔrð
croesgad	krɔɨ̯sɡad
croeshoeliad	krɔɨ̯shɔɨ̯ljad
croeshoelio	krɔɨ̯shɔɨ̯ljɔ
croesholi	krɔɨ̯shɔlɪ
croesi	krɔɨ̯si
croeso	krɔɨ̯sɔ
croestorri	krɔɨ̯sdɔrɪ
crog	kroːɡ
croglen	krɔɡlɛn
cromfach	krɔmvaχ
cromlech	krɔmlɛχ
cronni	krɔni
croth	kroːθ
crwban	krʊban
crwn	krʊn
crwst	krʊsd
crwt	krʊt
crwth	kruːθ
crwydr	krʊɨ̯dr
crwyn	kruːɨ̯n
crych	krɨːχ
crychach	krəχaχ
crychau	krəχa
crychau	krəχaɨ̯
crychau	krəχɛ
cryched	krəχɛd
crychion	krəχjɔn
crychydd	krəχɨ̞ð
cryd	krɨːd
crydd	krɨːð
cryddiaeth	krəðjaɨ̯θ
cryddiaeth	krəðjɛθ
cryddion	krəðjɔn
crydiau	krədja
crydiau	krədjaɨ̯
crydiau	krədjɛ
cryf	krɨː
cryf	krɨːv
crymu	krəmɨ
cryn	krɨ̞n
cryndod	krəndɔd
crynhoad	krənhɔad
crynu	krənɨ̞
crynwr	krənʊr
crynwyr	krənwɨ̞r
crëwr	krɛʊr
crëyr	krɛɨ̞r
crŷn	krɨːn
cu	kɨː
cucumer	kɨ̞kɨ̞mɛr
cudyn	kɨ̞dɨ̞n
cul	kɨːl
culdir	kɨ̞ldɪr
culdiroedd	kɨ̞ldɪrɔɨ̯ð
curo	kɨ̞rɔ
cusan	kɨ̞san
cusanau	kɨ̞sana
cusanau	kɨ̞sanaɨ̯
cusanau	kɨ̞sanɛ
cusanu	kɨ̞sanɨ
cut	kɨ̞t
cwar	kwar
cwb	kʊb
cwbl	kʊbl
cwbl	kʊbʊl
cwblhau	kʊblhaɨ̯
cwch	kʊχ
cwd	kuːd
cweryl	kwɛrɨ̞l
cweryla	kwɛrəla
cwerylau	kwɛrəla
cwerylau	kwɛrəlaɨ̯
cwerylau	kwɛrəlɛ
cwerylgar	kwɛrəlɡar
cwerylon	kwɛrəlɔn
cwerylwr	kwɛrəlʊr
cwerylwyr	kwɛrəlwɨ̞r
cwest	kweːsd
cwestau	kwɛsda
cwestau	kwɛsdaɨ̯
cwestau	kwɛsdɛ
cwestiwn	kwɛsdjʊn
cwestiynau	kwɛsdjəna
cwestiynau	kwɛsdjənaɨ̯
cwestiynau	kwɛsdjənɛ
cwffio	kʊfjɔ
cwis	kwɪs
cwlwm	kʊlʊm
cwm	kʊm
cwmpas	kʊmpas
cwmpawd	kʊmpau̯d
cwmwd	kʊmʊd
cwmwl	kʊmʊl
cwmws	kʊmʊs
cwningen	kʊnɪŋan
cwningen	kʊnɪŋɛn
cwpan	kʊpan
cwpanaid	kʊpanai̯d
cwpanaid	kʊpanɛd
cwpaneidiau	kʊpanei̯dja
cwpaneidiau	kʊpanei̯djaɨ̯
cwpaneidiau	kʊpanei̯djɛ
cwpla	kʊpla
cwpwrdd	kʊpʊrð
cwrdd	kʊrð
cwrs	kʊrs
cwrw	kʊru
cwsg	kuːsɡ
cwsmer	kʊsmar
cwsmer	kʊsmɛr
cwsmeriaid	kʊsmɛrjai̯d
cwsmeriaid	kʊsmɛrjɛd
cwstard	kʊsdard
cwstardiau	kʊsdardja
cwstardiau	kʊsdardjaɨ̯
cwstardiau	kʊsdardjɛ
cwta	kʊta
cwtiar	kʊtjar
cwtsh	kʊtʃ
cwtshys	kʊtʃɨ̞s
cwtsio	kʊtʃɔ
cwyd	kuːɨ̯d
cwymp	kwɨ̯mp
cwympo	kwɨmpɔ
cwyn	kuːɨ̯n
cwynion	kʊɨ̯njɔn
cwyno	kʊɨ̯nɔ
cwyr	kuːɨ̯r
cychwyn	kəχwɨ̞n
cyd	kɨːd
cydbreswylwyr	kɨːdbrɛsʊɨ̯lwɨ̞r
cydgordio	kɨ̞dɡɔrdjɔ
cydgordiol	kɨ̞dɡɔrdjɔl
cydseiniol	kɨːdsei̯jɔl
cydseiniol	kɨ̞dsei̯jɔl
cydsynio	kɨ̞dsənjɔ
cydweithiad	kɨːdwei̯θjad
cydweithio	kɨːdwei̯θjɔ
cydweithiwr	kɨːdwei̯θjʊr
cydweithiwr	kɨ̞dwei̯θjʊr
cydweithrediad	kɨːdwei̯θrɛdjad
cydweithrediadau	kɨːdwei̯θrɛdjada
cydweithrediadau	kɨːdwei̯θrɛdjadaɨ̯
cydweithrediadau	kɨːdwei̯θrɛdjadɛ
cydweithredu	kɨːdwei̯θrɛdɨ
cydweithredwr	kɨːdwei̯θrɛdʊr
cydweithredwyr	kɨːdwei̯θrɛdwɨ̞r
cydweithwyr	kɨːdwei̯θwɨ̞r
cydweithwyr	kɨ̞dwei̯θwɨ̞r
cydwelediad	kɨ̞dwɛlɛdjad
cydymdeimlad	kɨːdəmdei̯mlad
cyfaill	kəvai̯ɬ
cyfair	kəvai̯r
cyfair	kəvɛr
cyfamod	kəvamɔd
cyfamodi	kəvamɔdi
cyfamser	kəvamsar
cyfamser	kəvamsɛr
cyfan	kəva
cyfan	kəvan
cyfandir	kəvandɪr
cyfanswm	kəvansʊm
cyfansymiau	kəvansəmja
cyfansymiau	kəvansəmjaɨ̯
cyfansymiau	kəvansəmjɛ
cyfarch	kəvarχ
cyfarchol	kəvarχɔl
cyfaredd	kəvarɛð
cyfareddol	kəvarɛðɔl
cyfarfod	kwarvɔd
cyfarfod	kəvarvɔd
cyfartal	kəvartal
cyfartaledd	kəvartalɛð
cyfartalog	kəvartalɔɡ
cyfarthiad	kəvarθjad
cyfarthiadau	kəvarθjada
cyfarthiadau	kəvarθjadaɨ̯
cyfarthiadau	kəvarθjadɛ
cyfarwydd	kəvarwɨ̞ð
cyfarwyddo	kəvarwɨðɔ
cyfarwyddwr	kəvarʊɨ̯ðʊr
cyfarwys	kəvarʊɨ̯s
cyfateb	kəvatab
cyfateb	kəvatɛb
cyfatebiaeth	kəvatɛbjaɨ̯θ
cyfatebiaeth	kəvatɛbjɛθ
cyfatebiaethau	kəvatɛbjeɨ̯θa
cyfatebiaethau	kəvatɛbjeɨ̯θaɨ̯
cyfatebiaethau	kəvatɛbjeɨ̯θɛ
cyfatebol	kəvatɛbɔl
cyfathrach	kəvaθraχ
cyfddydd	kəvðɨ̞ð
cyfeillgar	kəvei̯ɬɡar
cyfeillion	kəvei̯ɬjɔn
cyfeirio	kəvei̯rjɔ
cyfenw	kəvɛnu
cyfer	kəvɛr
cyfernod	kəvɛrnɔd
cyff	kɨːf
cyfforddus	kəfɔrðɨ̞s
cyffredin	kəfrɛdɪn
cyffredinol	kəfrɛdɪnɔl
cyffwrdd	kəfʊrð
cyffyloca	kəfəlɔka
cyffylog	kəfəlɔɡ
cyfiawn	kəvjau̯n
cyfiawnder	kəvjau̯ndar
cyfiawnder	kəvjau̯ndɛr
cyfiawnhad	kəvjau̯nhaːd
cyfiawnhau	kəvjau̯nhaɨ̯
cyfieithu	kəvjei̯θɨ
cyfieithydd	kəvjei̯θɨ̞ð
cyflafar	kəvlavar
cyflafaredd	kəvlavarɛð
cyflafareddiad	kəvlavarɛðjad
cyflafareddu	kəvlavarɛðɨ
cyflafareddwr	kəvlavarɛðʊr
cyflawni	kəvlau̯ni
cyfle	kəvla
cyfle	kəvlɛ
cyflogaeth	kəvlɔɡaɨ̯θ
cyflogaeth	kəvlɔɡɛθ
cyflogi	kəvlɔɡi
cyflogwr	kəvlɔɡʊr
cyflogwyr	kəvlɔɡwɨ̞r
cyflwr	kəvlʊr
cyflwyno	kəvlʊɨ̯nɔ
cyflym	kəvlɨ̞m
cyflymder	kəvləmdɛr
cyfnewid	kəvnɛu̯ɪd
cyfnither	kəvnɪθar
cyfnither	kəvnɪθɛr
cyfnod	kəvnɔd
cyfnodol	kəvnɔdɔl
cyfnodolion	kəvnɔdɔljɔn
cyfnodolyn	kəvnɔdɔlɨ̞n
cyfnos	kəvnɔs
cyfodi	kəvɔdi
cyfoethog	kəvɔɨ̯θɔɡ
cyfraith	kəvrai̯θ
cyfraith	kəvrɛθ
cyfranddeiliad	kəvranðei̯ljad
cyfranddeiliaid	kəvranðei̯ljai̯d
cyfranddeiliaid	kəvranðei̯ljɛd
cyfrannog	kəvranɔɡ
cyfreithiwr	kəvrei̯θjʊr
cyfrif	kəvrɪ
cyfrif	kəvrɪv
cyfrifeg	kəvrɪvɛɡ
cyfrifiad	kəvrɪvjad
cyfrifiadur	kəvrɪvjadɨ̞r
cyfrifiant	kəvrɪvjant
cyfrifol	kəvrɪvɔl
cyfrifoldeb	kəvrɪvɔldab
cyfrifoldeb	kəvrɪvɔldɛb
cyfrifoldebau	kəvrɪvɔldɛba
cyfrifoldebau	kəvrɪvɔldɛbaɨ̯
cyfrifoldebau	kəvrɪvɔldɛbɛ
cyfrifon	kəvrɪvɔn
cyfrifwr	kəvrɪvʊr
cyfrifydd	kəvrɪvɨ̞ð
cyfrin	kəvrɪn
cyfrinach	kəvrɪnaχ
cyfrol	kəvrɔl
cyfrwng	kəvrʊŋ
cyfrwngddarostyngedigaeth	kəvrʊŋðarɔsdəŋɛdɪɡaɨ̯θ
cyfrwngddarostyngedigaeth	kəvrʊŋðarɔsdəŋɛdɪɡɛθ
cyfrwy	kəvrʊɨ̯
cyfrwyo	kəvrʊɨ̯ɔ
cyfryngau	kəvrəŋa
cyfryngau	kəvrəŋaɨ̯
cyfryngau	kəvrəŋɛ
cyfryngi	kəvrəŋi
cyfryngiad	kəvrəŋjad
cyfryngiadau	kəvrəŋjada
cyfryngiadau	kəvrəŋjadaɨ̯
cyfryngiadau	kəvrəŋjadɛ
cyfryngis	kəvrəŋis
cyfryngu	kəvrəŋɨ
cyfryngwr	kəvrəŋʊr
cyfryngwyr	kəvrəŋwɨ̞r
cyfun	kəvɨ̞n
cyfundrefn	kəvɨ̞ndrɛvn
cyfundrefnol	kəvɨ̞ndrɛvnɔl
cyfundrefnu	kəvɨ̞ndrɛvnɨ
cyfweld	kəvwɛld
cyfweliad	kəvwɛljad
cyfwelydd	kəvwɛlɨ̞ð
cyfyd	kəvɨ̞d
cyfyng	kəvɨ̞ŋ
cyhoeddus	kəhɔɨ̯ðɨ̞s
cyhyd	kəhɨːd
cyhyd	kəhɨ̞d
cyhydnos	kəhədnɔs
cyhydnos y gwanwyn	kəhədnɔsəɡwanwɨ̞n
cyhydnos yr hydref	kəhədnɔsərhədra
cyhydnos yr hydref	kəhədnɔsərhədrɛ
cyhydnos yr hydref	kəhədnɔsərhədrɛv
cyhyr	kəhɨ̞r
cyhyrog	kəhərɔɡ
cylch	kɨ̞lχ
cylchgrawn	kəlχɡrau̯n
cylchgrawn	kɨ̞lχɡrau̯n
cylchoedd	kəlχɔɨ̯ð
cylchu	kəlχɨ
cylion	kəljɔn
cyll	kɨ̞ɬ
cyllell	kəɬaɬ
cyllell	kəɬɛɬ
cymaint	kəmai̯nt
cymaint	kəmɛnt
cymal	kəmal
cymar	kəmar
cymdeithasol	kəmdei̯θasɔl
cymedr	kəmɛdr
cymedrol	kəmɛdrɔl
cymedroldeb	kəmɛdrɔldɛb
cymedroli	kəmɛdrɔli
cymedrolwr	kəmɛdrɔlʊr
cymedrolwyr	kəmɛdrɔlwɨ̞r
cymell	kəmɛɬ
cymer	kəmɛr
cymharu	kəmharɨ
cymhleth	kəmhlɛθ
cymhleth	kəmlaθ
cymhleth	kəmlɛθ
cymhlethdod	kəmhlɛθdɔd
cymhlethdodau	kəmhlɛθdɔda
cymhlethdodau	kəmhlɛθdɔdaɨ̯
cymhlethdodau	kəmhlɛθdɔdɛ
cymhlethdodau	kəmlɛθdɔda
cymhlethdodau	kəmlɛθdɔdɛ
cymhlethu	kəmhlɛθɨ
cymorth	kəmɔrθ
cymorthion	kəmɔrθjɔn
cymraeg	kəmrai̯ɡ
cymraeg	kəmraːɡ
cymraeg	kʊmraːɡ
cymraes	kəmraːɨ̯s
cymraesau	kəmreɨ̯sa
cymraesau	kəmreɨ̯saɨ̯
cymraesau	kəmreɨ̯sɛ
cymreig	kəmrei̯ɡ
cymro	kəmrɔ
cymru	kəmrɨ̞
cymry	kəmrɨ̞
cymryd	kəmrɨ̞d
cymwys	kəmʊɨ̯s
cymylau	kəməla
cymylau	kəməlaɨ̯
cymylau	kəməlɛ
cymylog	kəməlɔɡ
cymylu	kəməlɨ
cymysg	kəmɨ̞sɡ
cymysgedd	kəməsɡɛð
cymysglyd	kəməsɡlɨ̞d
cyn	kɨn
cyn hyn	kɨ̞nhɨ̞n
cynaeafu	kneɨ̯avɨ
cynaeafu	kəneɨ̯avɨ
cynaniad	kənanjad
cynddrwg	kənðrʊɡ
cynffon	kənfɔn
cyngaws	kəŋau̯s
cyngerdd	kəŋɛrð
cynghanedd	kəŋhanɛð
cynghori	kəŋhɔri
cynghrair	kəŋr̥ai̯r
cynghrair	kəŋr̥ɛr
cyngor	kəŋɔr
cyngyd	kəŋɡɨ̞d
cyngyd	kəŋɨ̞d
cynhadledd	kənhadlɛð
cynhaeaf	kənheːɨ̯av
cynhenna	kənhɛna
cynhennu	kənhɛnɨ
cynhennus	kənhɛnɨ̞s
cynhesu	kənhɛsɨ
cynhorthwy	kənhɔrθʊɨ̯
cynhyrchu	kənhərχɨ
cynllunio	kənɬɨ̞njɔ
cynnar	kənar
cynnau	kəna
cynnau	kənaɨ̯
cynnau	kənɛ
cynnen	kənɛn
cynnes	kənɛs
cynnig	kənɪɡ
cynnud	kənɨ̞d
cynnull	kənɪɬ
cynnwrf	kənʊrv
cynnwys	kənʊɨ̯s
cynnydd	kənɨ̞ð
cynnyrch	kənɨ̞rχ
cynorthwyo	kənɔrθʊɨ̯ɔ
cynorthwywyr	kənɔrθʊɨ̯wɨ̞r
cynorthwyydd	kənɔrθʊɨ̯ɨ̞ð
cynrychioli	kənrəχjɔli
cynt	kɨ̞nt
cyntaf	kənta
cyntaf	kəntav
cyntedd	kəntɛð
cyntefin	kəntɛvɪn
cynulleidfa	kənɨ̞ɬei̯dva
cynuta	kənɨ̞ta
cynyddu	kənəðɨ
cyn‌gyd	kəŋɡɨ̞d
cyn‌gyd	kəŋɨ̞d
cyrch	kɨ̞rχ
cyrchu	kərχɨ
cyrhaeddaf	kərhaɨ̯ðav
cyrhaeddwch	kərhaɨ̯ðʊχ
cyrhaeddwn	kərhaɨ̯ðʊn
cyrn	kɨ̞rn
cyrraedd	kərað
cyrraedd	kəraɨ̯ð
cyrraedd	kərɛð
cyrsiau	kərʃa
cyrsiau	kərʃaɨ̯
cyrsiau	kərʃɛ
cysgaf	kəsɡav
cysgiff	kəsɡɪf
cysgu	kəsɡɨ
cysgu fel clawdd	kəsɡɨ̞vɛlklau̯ð
cystadlaethau	kəsdadleɨ̯θa
cystadlaethau	kəsdadleɨ̯θaɨ̯
cystadlaethau	kəsdadleɨ̯θɛ
cystadleuaeth	kəsdadleɨ̯aɨ̯θ
cystadleuaeth	kəsdadleɨ̯ɛθ
cystadleuol	kəsdadleɨ̯ɔl
cystadleuwr	kəsdadleɨ̯ʊr
cystadleuwyr	kəsdadleɨ̯wɨ̞r
cystadleuydd	kəsdadleɨ̯ɨ̞ð
cystadlu	kəsdadlɨ
cystal	kəsdal
cyswllt	kəsʊɬd
cysylltair	kəsəɬdai̯r
cysylltiad	kəsəɬdjad
cysylltnod	kəsəɬdnɔd
cysylltu	kəsəɬdɨ
cytgord	kətɡɔrd
cythraul	kəθral
cythraul	kəθraɨ̯l
cythraul	kəθrɛl
cythreuliaid	kəθreɨ̯ljai̯d
cythreuliaid	kəθreɨ̯ljɛd
cytref	kətrɛv
cytrefi	kətrɛvɪ
cytsain	kətsai̯n
cytseiniaid	kətsei̯njai̯d
cytseiniaid	kətsei̯njɛd
cytuno	kətɨ̞nɔ
cytûn	kətɨːn
cywir	kəu̯ɪr
cywydd	kəu̯ɨ̞ð
cywyddau	kəwəða
cywyddau	kəwəðaɨ̯
cywyddau	kəwəðɛ
cyẅres	kəʊrɛs
cân	kaːn
câr	kaːr
còd	kɔd
côd	koːd
côr	koːr
côr y cewri	koːrəkɛu̯ri
côt	koːt
côt law	koːtlaːu̯
cŵn	kuːn
cŷn	kɨːn
da	daː
daclus	daklɨ̞s
dacluso	daklɨ̞sɔ
dacw	daku
dad	daːd
dadiol	dadjɔl
dadl	dadl
dadlau	dadla
dadlau	dadlaɨ̯
dadlau	dadlɛ
dadleuol	dadleɨ̯ɔl
dadleuon	dadleɨ̯ɔn
dadlwytho	dadlʊɨ̯θɔ
dadwisgo	dadwɪsɡɔ
daear	deɨ̯ar
daearfoch	deɨ̯arvɔχ
daeargryn	deɨ̯arɡrɨ̞n
daeargrynfeydd	deɨ̯arɡrənveɨ̯ð
daeth	daːɨ̯θ
dafad	davad
dafarn	davarn
dafarnwr	davarnʊr
daflu	davlɨ
dafydd	davɨ̞ð
dagrau	daɡra
dagrau	daɡraɨ̯
dagrau	daɡrɛ
dail	dai̯l
daioni	dajɔni
dair	dai̯r
daith	dai̯θ
dal	dal
dala	dala
dalan	dalan
dalcen	dalkan
dalcen	dalkɛn
daled	dalɛd
dalen	dalɛn
dalent	dalɛnt
daler	dalɛr
dales	dalɛs
dalet	dalɛt
dalfa	dalva
dali	dali
dalia	dalja
daliad	daljad
daliadaeth	daljadaɨ̯θ
daliadaeth	daljadɛθ
daliadaethau	daljadeɨ̯θa
daliadaethau	daljadeɨ̯θaɨ̯
daliadaethau	daljadeɨ̯θɛ
daliadau	daljada
daliadau	daljadaɨ̯
daliadau	daljadɛ
daliaf	daljav
daliff	dalɪf
dalit	dalɪt
dall	daɬ
dalo	dalɔ
dalom	dalɔm
dalu	dalɨ̞
damwain	damwai̯n
damweiniau	damwei̯nja
damweiniau	damwei̯njaɨ̯
damweiniau	damwei̯njɛ
damweinio	damwei̯njɔ
dan	dan
danfon	danvɔn
dangos	daŋɔs
dannoedd	danɔɨ̯ð
dant	dant
darian	darjan
darianau	darjana
darianau	darjanaɨ̯
darianau	darjanɛ
darlithio	darlɪθjɔ
darlithydd	darlɪθɨ̞ð
darlledu	darɬɛdɨ
darllen	darɬan
darllen	darɬɛn
darlunio	darlɨ̞njɔ
darpar	darpar
darparu	darparɨ
darw	daru
datblygiad	datbləɡjad
datblygu	datbləɡɨ
datgelu	datɡɛlɨ
datguddio	datɡɨ̞ðjɔ
dathlu	daθlɨ
datod	datɔd
datrys	datrɨ̞s
datws	datʊs
datys	datɨ̞s
dau	daɨ̯
dau ar bymtheg	daɨ̯arbəmθaɡ
dau ar bymtheg	daɨ̯arbəmθɛɡ
dau ar hugain	daɨ̯arhɪɡai̯n
daw	daːu̯
dawel	dau̯ɛl
dawn	dau̯n
dawns	dau̯ns
dawnsio	dau̯nʃɔ
ddadlwytho	ðadlʊɨ̯θɔ
ddaear	ðeɨ̯ar
ddafydd	ðavɨ̞ð
ddail	ðai̯l
ddal	ðal
ddalen	ðalɛn
ddangos	ðaŋɔs
ddannoedd	ðanɔɨ̯ð
ddant	ðant
ddarllen	ðarɬan
ddarllen	ðarɬɛn
ddarlunio	ðarlɨ̞njɔ
ddaru	ðarɨ̞
ddathlu	ðaθlɨ
ddau	ðaɨ̯
ddaw	ðaːu̯
dde	ðeː
ddechrau	ðɛχra
ddechrau	ðɛχraɨ̯
ddechrau	ðɛχrɛ
ddefnyddio	ðɛvnəðjɔ
ddegfed	ðɛɡvad
ddegfed	ðɛɡvɛd
ddeilen	ðei̯lan
ddeilen	ðei̯lɛn
ddeiliad	ðei̯ljad
ddeiliaid	ðei̯ljai̯d
ddeiliaid	ðei̯ljɛd
ddelo	ðɛlɔ
ddelw	ðɛlu
ddeng	ðeːŋ
ddenmarc	ðɛnmark
ddeset	ðɛsɛt
ddeud	ðeɨ̯d
ddeuddeg	ðeɨ̯ðaɡ
ddeuddeg	ðeɨ̯ðɛɡ
ddeuddegfed	ðeɨ̯ðɛɡvad
