.f	ʔɛf
wrrt	wVɾiɾjVt
wrrt	wVɾiʔjVʔ
wrrt	wəɾeʔjə
wrrt	wɛrɛrɛt
wrryt	wɛrɛriːt
wrs	wɛrɛs
wrt	weːɾə
wrt	wuːɾat
wrt	wuːɾaʔ
wrt	wɛrɛt
wrš	wɛrɛʃ
wršy	wɛrʃiː
wrḏ	wɛrɛd͡ʒ
wrḥ	wɛrɛħ
ws	wɛs
wsjr	wasjiːɾit
wsjr	wasjiːɾiʔ
wsjr	wəsiːɾə
wsjr	wəsʔiːɾaʔ
wsjr	wɛsir
wsn	wɛsɛn
wspjsyns	wɛspisiːnɛs
wsr	wɛsɛr
wsrt	wɛsrɛt
wsrw	wɛsɛruː
wsḫ	wɛsɛx
wsḫt	wesχə
wsḫt	wisχat
wsḫt	wisχaʔ
wsḫt	wɛsxɛt
wsṯn	wɛst͡ʃɛn
wt	wɛt
wtḫ	wɛtɛx
wtṯ	wɛtɛt͡ʃ
wzf	waːsaf
wzf	waːzaf
wzf	woːsəf
wzf	wɛzɛf
wzfw	wɛzɛfuː
wzš	wɛzɛʃ
wš	wɛʃ
wšb	waːʃab
wšb	woːʃəβ
wšb	wɛʃɛb
wšd	waːʃatʼ
wšd	woːʃətʼ
wšd	wɛʃɛd
wšr	wɛʃɛr
wšš	wɛʃɛʃ
wḏ	wɛd͡ʒ
wḏb	waːcʼab
wḏb	waːtʼab
wḏb	woːtʼəb
wḏb	wɛd͡ʒɛb
wḏj	wɛd͡ʒi
wḏt	wɛd͡ʒɛt
wḏyt	wɛd͡ʒiːt
wḏꜣ	wɛd͡ʒɑ
wḏꜣt	wɛd͡ʒɑt
wḏꜥ	waːcʼaʕ
wḏꜥ	waːt͡ʃʼaʕ
wḏꜥ	waːt͡ʃʼəʕ
wḏꜥ	woːt͡ʃʼəʕ
wḏꜥ	wɛd͡ʒɑː
wḥm	wɛħɛm
wḥmt	wɛħmɛt
wḥmyt	wɛħmiːt
wḥyt	wɛħiːt
wḥꜣ	wɛħɑ
wḥꜣt	waħʀat
wḥꜣt	waħʀaʔ
wḥꜣt	waħʔə
wḥꜣt	wɛħɑt
wḥꜥ	wɛħɑː
wḫd	wɛxɛd
wḫdt	wɛxdɛt
wḫdw	wɛxɛduː
wḫt	waχiːʀat
wḫt	waχiːʀaʔ
wḫt	wəχeːʔə
wḫt	wəχiːʔa
wḫt	wɛxɛt
wḫꜣ	wiːχ
wḫꜣ	wiːχiʀ
wḫꜣ	wiːχəʔ
wḫꜣ	wɛxɑ
wṯz	wɛt͡ʃɛz
wꜣ	wɑ
wꜣb	wɑb
wꜣg	wɑɡ
wꜣj	wɑi
wꜣjwrjy	wɑiuːriʔiː
wꜣs	wɑs
wꜣsj	wɑsi
wꜣst	wɑsɛt
wꜣsꜣrkn	wɑsɑrkɛn
wꜣt	wɑt
wꜣw	wɑuː
wꜣwꜣt	wɑuːɑt
wꜣyšꜣtjsꜣpy	wɑiːʃɑtisɑpiː
wꜣḏ	waːʀicʼ
wꜣḏ	waːʀitʼ
wꜣḏ	woːʔətʼ
wꜣḏ	wɑd͡ʒ
wꜣḏt	wɑd͡ʒɛt
wꜣḏw	wɑd͡ʒuː
wꜣḥ	waːʀaħ
wꜣḥ	woːʔəħ
wꜣḥ	wɑħ
wꜣḥyt	wɑħiːt
wꜣḫj	wɑxi
wꜥ	wuʕʕuw
wꜥ	wuʕʕəʔ
wꜥ	wøʕʕ
wꜥ	wɑː
wꜥ	wəʕ
wꜥb	waʕab
wꜥb	weːʕəp
wꜥb	wiːʕab
wꜥb	wɑːb
wꜥb	wəʕap
wꜥbt	wɑːbɛt
wꜥf	wɑːf
wꜥj	wiʕjit
wꜥj	wɑːi
wꜥr	wɑːr
wꜥrt	wɑːrɛt
wꜥtj	wuʕtij
wꜥtj	wɑːti
wꜥtj	wəʕteʔ
wꜥw	weːʕə
wꜥw	wiːʕiw
wꜥw	wiːʕəʔ
wꜥw	wɑːuː
wꜥḥ	wɑːħ
wꜥꜣ	wiʕiʀ
wꜥꜣ	wɑːʔɑ
wꜥꜣ	wəʕej
wꜥꜥw	wɑːʔɑːuː
ym	iːm
ypw	iːpuː
yrdwnꜣ	iːrduːnɑ
ysrjꜣr	iːsriɑr
ywnj	iːuːni
yḥ	iːħ
yꜣ	iːɑ
z	seːw
z	suʀ
z	suʀwaw
z	suʔ
z	suːwəʔ
z	søʔ
z	zuʀ
z	zuʀwaw
z	zɑ
z	zɛ
zbj	zɛbi
zbn	zɛbɛn
zbṯ	zɛbɛt͡ʃ
zfn	zɛfɛn
zft	seːfə
zft	siːfaʔ
zft	ziːfat
zft	zɛfɛt
zfṯ	saːfaʔ
zfṯ	soːfə
zfṯ	zaːfac
zfṯ	zɛfɛt͡ʃ
zfṯyw	zɛft͡ʃiːuː
zj	zi
zjn	zin
zjnw	sejn
zjnw	sijnVw
zjnw	zijnVw
zjnw	zinuː
zkr	saːkaʔ
zkr	soːkə
zkr	zaːkaɾ
zkr	zɛkɛr
zmyt	zɛmiːt
zmꜣ	samaʀ
zmꜣ	səmoː
zmꜣ	zamaʀ
zmꜣ	zɛmɑ
zmꜣyt	zɛmɑiːt
zn	zɛn
znb	zɛnɛb
znbt	zɛnbɛt
znf	sinaf
znf	sənaf
znf	zinaf
znf	zɛnɛf
znj	siːniʔ
znj	siːnə
znj	ziːnit
znj	zɛni
znt	zɛnɛt
znḥm	sunħuːmVw
znḥm	sənħeːm
znḥm	zunħuːmVw
znḥm	zɛnħɛm
zp	sap
zp	zap
zp	zɛp
zpj	zɛpi
zpt	zɛpɛt
zpꜣ	zɛpɑ
zr	zɛr
zt	suʔ
zt	søʔ
zt	zut
zt	zɛt
zwn	zuːn
zwr	saːwaj
zwr	saːwəʔ
zwr	soːw
zwr	zaːwaɾ
zwr	zuːr
zwt	zuːt
zy	ziː
zšj	zɛʃi
zšn	saːʃan
zšn	soːʃən
zšn	zaʃaːʃan
zšn	zɛʃɛn
zšy	zɛʃiː
zšꜣ	zɛʃɑ
zḥ	zɛħ
zḫj	zɛxi
zḫn	zɛxɛn
zḫz	zɛxɛz
zẖj	zɛçi
zẖꜣ	siçiʀ
zẖꜣ	səçej
zẖꜣ	ziçiʀ
zẖꜣ	zɛçɑ
zẖꜣw	saç
zẖꜣw	saçʀaw
zẖꜣw	saçʀaːwaw
zẖꜣw	saçʔəʔ
zẖꜣw	səçoːj
zẖꜣw	səçʔaːjəʔ
zẖꜣw	zaçʀaw
zẖꜣw	zaçʀaːwaw
zẖꜣw	zɛçɑuː
zꜣ	siːʀ
zꜣ	siːʔ
zꜣ	ziːʀ
zꜣ	zɑ
zꜣb	siːʀib
zꜣb	siːʔəβ
zꜣb	ziːʀib
zꜣb	zɑb
zꜣt	siːʀuʔ
zꜣt	siːʔaʔ
zꜣt	siːʔə
zꜣt	ziːʀut
zꜣt	zɑt
zꜣw	zɑuː
zꜣwtj	sVʀjawtVj
zꜣwtj	səjawt
zꜣwtj	səʔjawtəʔ
zꜣwtj	zVʀjawtVj
zꜣwtj	zɑuːti
zꜣy	zɑiː
zꜣṯ	zɑt͡ʃ
zꜣṯw	zɑt͡ʃuː
š	ʃɛ
šbn	ʃɛbɛn
šbw	ʃɛbuː
šdj	ʃɛdi
šdw	ʃɛduː
šfd	ʃɛfɛd
šfdw	ʃɛfɛduː
šfj	ʃɛfi
šftw	ʃɛftuː
šfw	ʃɛfuː
šfyt	ʃɛfiːt
šmj	ʃijjVʔ
šmj	ʃimjVt
šmj	ʃə
šmj	ʃɛmi
šmm	ʃɛmɛm
šmmt	ʃɛmɛmɛt
šms	ʃemsə
šms	ʃimsij
šms	ʃɛmɛs
šmsw	ʃɛmsuː
šmswt	ʃɛmsuːt
šmt	ʃɛmɛt
šmw	ʃaːmaw
šmw	ʃoːm
šmw	ʃɛmuː
šmꜥ	ʃɛmɑː
šmꜥw	ʃɛmɑːuː
šmꜥyt	ʃɛmɑːiːt
šn	ʃeːnə
šn	ʃuːnVj
šn	ʃuːnəʔ
šn	ʃɛn
šnbt	ʃɛnbɛt
šnft	j
šnft	n
šnft	ʃenfə
šnft	ʃinfVt
šnft	ʃinfVʔ
šnft	ʃɛnfɛt
šnj	ʃiːnit
šnj	ʃiːniʔ
šnj	ʃiːnə
šnj	ʃɛni
šns	ʃɛnɛs
šntt	ʃɛntɛt
šnw	ʃVnuw
šnw	ʃənøʔ
šnw	ʃɛnuː
šnwt	ʃɛnuːt
šnḏwt	ʃɛnd͡ʒuːt
šnṯ	ʃɛnɛt͡ʃ
šnꜥtj	ʃɛnɑːti
šnꜥw	ʃɛnɑːuː
šps	ʃɛpɛs
špsj	ʃepsaʔ
špsj	ʃepsə
špsj	ʃipsit
špsj	ʃipsiʔ
špsj	ʃɛpɛsi
špss	ʃɛpsɛs
špssw	ʃɛpsɛsuː
špst	ʃɛpsɛt
špꜣ	ʃɛpɑ
šr	ʃeːɾə
šr	ʃuːɾij
šr	ʃuːɾəʔ
šr	ʃɛr
šrr	ʃaɾaɾ
šrr	ʃaɾaʔ
šrr	ʃəɾaʔ
šrr	ʃɛrɛr
šrt	ʃɛrɛt
šs	ʃɛs
šsm	ʃɛsɛm
šsp	ʃɛsɛp
šspw	ʃɛspuː
šsr	ʃɛsɛr
šsꜣ	ʃɛsɑ
šsꜣw	ʃɛsɑuː
št	ʃeʔ
št	ʃit
št	ʃiʔ
št	ʃɛt
štj	ʃɛti
štw	ʃɛtuː
štyw	ʃɛtiːuː
štꜣ	ʃɛtɑ
štꜣw	ʃɛtɑuː
šw	ʃuː
šwj	ʃuːi
šwt	ʃuːt
šwꜣw	ʃuːɑuː
šzp	ʃaːp
šzp	ʃaːzap
šzp	ʃoːp
šzp	ʃɛzɛp
šzpt	ʃɛzpɛt
ššy	ʃɛʃiː
šꜣ	ʃɑ
šꜣbw	ʃɑbuː
šꜣbꜣkꜣ	ʃɑbɑkɑ
šꜣbꜣtꜣkꜣ	ʃɑbɑtɑkɑ
šꜣd	ʃɑd
šꜣq	ʃɑk
šꜣqb	ʃɑkɛb
šꜣqw	ʃɑkuː
šꜣs	ʃɑs
šꜣsw	ʃɑsuː
šꜣwꜣbtj	ʃɑuːɑbti
šꜣšꜣnq	ʃɑʃɑnɛk
šꜣꜥ	ʃaʀaʕ
šꜣꜥ	ʃaʕ
šꜣꜥ	ʃɑʔɑː
šꜣꜥ	ʃəʔaʕ
šꜥ	ʃɑː
šꜥd	ʃɑːd
šꜥt	ʃɑːt
šꜥwt	ʃɑːuːt
šꜥy	ʃaːʕVj
šꜥy	ʃoːʕəʔ
šꜥy	ʃɑːiː
ḏbt	cʼaːbVt
ḏbt	d͡ʒɛbɛt
ḏbt	tʼaːbVʔ
ḏbt	tʼoːβə
ḏbꜣ	d͡ʒɛbɑ
ḏbꜣt	d͡ʒɛbɑt
ḏbꜣw	d͡ʒɛbɑuː
ḏbꜥ	cʼabaʕ
ḏbꜥ	cʼaːbaʕ
ḏbꜥ	cʼuːbaʕ
ḏbꜥ	d͡ʒɛbɑː
ḏbꜥ	tʼabaʕ
ḏbꜥ	tʼeːβəʕ
ḏbꜥ	tʼuːbaʕ
ḏbꜥ	tʼəβaʕ
ḏbꜥw	d͡ʒɛbɑːuː
ḏbꜥwt	d͡ʒɛbɑːuːt
ḏd	cʼaːtʼ
ḏd	cʼitʼnu
ḏd	d͡ʒɛd
ḏd	t
ḏd	tʼ
ḏd	t͡ʃʼaːʔ
ḏd	t͡ʃʼoːʔ
ḏd	ʔ
ḏdb	d͡ʒɛdɛb
ḏdft	d͡ʒɛdfɛt
ḏdj	d͡ʒɛdi
ḏdw	d͡ʒɛduː
ḏdꜣ	d͡ʒɛdɑ
ḏfd	d͡ʒɛfɛd
ḏfḏ	d͡ʒɛfɛd͡ʒ
ḏfꜣ	d͡ʒɛfɑ
ḏmꜥ	cʼaːmiʕ
ḏmꜥ	d͡ʒɛmɑː
ḏmꜥ	t͡ʃʼaːmiʕ
ḏmꜥ	t͡ʃʼoːməʕ
ḏnb	d͡ʒɛnɛb
ḏnd	d͡ʒɛnɛd
ḏnjt	d͡ʒɛnit
ḏnnt	d͡ʒɛnɛnɛt
ḏnḥ	d͡ʒɛnɛħ
ḏr	d͡ʒɛr
ḏrj	d͡ʒɛri
ḏrt	cʼaːɾat
ḏrt	d͡ʒɛrɛt
ḏrt	tʼaːɾaʔ
ḏrt	tʼoːɾə
ḏrtj	d͡ʒɛrti
ḏrtjw	d͡ʒɛrtiuː
ḏrw	d͡ʒɛruː
ḏryt	d͡ʒɛriːt
ḏs	d͡ʒɛs
ḏs.f	d͡ʒɛsʔɛf
ḏs.j	d͡ʒɛsʔi
ḏs.k	d͡ʒɛsʔɛk
ḏs.s	d͡ʒɛsʔɛs
ḏsr	d͡ʒɛsɛr
ḏsrt	d͡ʒɛsrɛt
ḏt	d͡ʒɛt
ḏw	cʼaw
ḏw	d͡ʒuː
ḏw	tʼaw
ḏwj	d͡ʒuːi
ḏwjw	d͡ʒuːiuː
ḏws	d͡ʒuːs
ḏwt	d͡ʒuːt
ḏḥwtj	cʼVħawtij
ḏḥwtj	d͡ʒɛħuːti
ḏḥwtj	tʼVħawtij
ḏḥwtj	tʼəħawt
ḏḥwtj	tʼəħawtəʔ
ḏḥwtt	cʼaħawtat
ḏḥwtt	d͡ʒɛħuːtɛt
ḏḥwtt	tʼaħawtaʔ
ḏḥwtt	tʼəħawtə
ḏḥꜥ	d͡ʒɛħɑː
ḏꜣ	d͡ʒɑ
ḏꜣdw	d͡ʒɑduː
ḏꜣf	d͡ʒɑf
ḏꜣhꜣ	d͡ʒɑhɑ
ḏꜣj	d͡ʒɑi
ḏꜣjs	d͡ʒɑis
ḏꜣr	d͡ʒɑr
ḏꜣt	d͡ʒɑt
ḏꜣtt	d͡ʒɑtɛt
ḏꜣyt	d͡ʒɑiːt
ḏꜣyw	d͡ʒɑiːuː
ḏꜣḏꜣ	cʼaʀcʼaʀ
ḏꜣḏꜣ	d͡ʒɑd͡ʒɑ
ḏꜣḏꜣ	t͡ʃʼaʀt͡ʃʼaʀ
ḏꜣḏꜣ	t͡ʃʼaːt͡ʃʼəʔ
ḏꜣḏꜣ	t͡ʃʼoːt͡ʃʼ
ḏꜣḏꜣt	d͡ʒɑd͡ʒɑt
ḏꜣḏꜣw	d͡ʒɑd͡ʒɑuː
ḏꜥ	d͡ʒɑː
ḏꜥm	d͡ʒɑːm
ḏꜥnt	cʼuʕnat
ḏꜥnt	d͡ʒɑːnɛt
ḏꜥnt	t͡ʃʼuʕnaʔ
ḏꜥnt	t͡ʃʼøʕnə
ḏꜥr	d͡ʒɑːr
ḥbnnwt	ħɛbnɛnuːt
ḥbs	ħabas
ḥbs	ħəβas
ḥbs	ħɛbɛs
ḥbsw	ħɛbɛsuː
ḥbsyt	ħɛbsiːt
ḥbw	ħɛbuː
ḥbꜣbꜣ	ħɛbɑbɑ
ḥfn	ħɛfɛn
ḥfꜣt	ħafaːʀat
ḥfꜣt	ħafaːʀaʔ
ḥfꜣt	ħəfaːʔaʔ
ḥfꜣt	ħəfoːʔə
ḥfꜣt	ħɛfɑt
ḥfꜣw	ħaf
ḥfꜣw	ħafʀaw
ḥfꜣw	ħafʀaːwaw
ḥfꜣw	ħafʔəʔ
ḥfꜣw	ħəfoːj
ḥfꜣw	ħəfʔaːjəʔ
ḥfꜣw	ħɛfɑuː
ḥjp	ħip
ḥjpt	ħipɛt
ḥkn	ħɛkɛn
ḥknw	ħɛkɛnuː
ḥkꜣ	ħɛkɑ
ḥm	ħɛm
ḥmj	ħɛmi
ḥmsj	ħemsaʔ
ḥmsj	ħemsə
ḥmsj	ħimsit
ḥmsj	ħimsiʔ
ḥmsj	ħɛmɛsi
ḥmt	ħijamwat
ḥmt	ħijamwaʔ
ḥmt	ħiːmat
ḥmt	ħiːmaʔ
ḥmt	ħiːmə
ḥmt	ħəjamwə
ḥmt	ħɛmɛt
ḥmw	ħimiw
ḥmw	ħəmeʔ
ḥmw	ħɛmuː
ḥmwt	ħɛmuːt
ḥmww	ħɛmuːʔuː
ḥmy	ħɛmiː
ḥmꜣt	ħɛmɑt
ḥn	ħɛn
ḥnj	ħɛni
ḥnk	ħɛnɛk
ḥnkt	ħɛnkɛt
ḥnkyt	ħɛnkiːt
ḥnmmt	ħɛnmɛmɛt
ḥnmnm	ħɛnɛmnɛm
ḥnn	ħɛnɛn
ḥnqt	ħɛnkɛt
ḥns	ħɛnɛs
ḥnt	ħɛnɛt
ḥnw	ħənew
ḥnw	ħɛnuː
ḥnwt	ħɛnuːt
ḥnꜥ	ħɛnɑː
ḥnꜥj	ħɛnɑːi
ḥnꜥw	ħɛnɑːuː
ḥp	ħujpVw
ḥp	ħøʔp
ḥp	ħɛp
ḥpt	ħɛpɛt
ḥpy	ħɛpiː
ḥqr	ħaqʼaɾ
ḥqr	ħaqʼaʔ
ḥqr	ħəqʼaʔ
ḥqr	ħɛkɛr
ḥqt	ħɛkɛt
ḥqꜣ	ħɛkɑ
ḥqꜣt	ħɛkɑt
ḥr	ħaɾ
ḥr	ħaʔ
ḥr	ħaːɾuw
ḥr	ħaːɾəʔ
ḥr	ħoːɾə
ḥr	ħɛr
ḥrj	ħaɾij
ḥrj	ħəɾej
ḥrj	ħɛri
ḥrrt	ħaɾuːɾat
ḥrrt	ħaɾuːɾaʔ
ḥrrt	ħəɾeːɾə
ḥrrt	ħɛrɛrɛt
ḥrt	ħɛrɛt
ḥs	ħɛs
ḥsb	ħɛsɛb
ḥsbwt	ħɛsbuːt
ḥsj	ħɛsi
ḥsq	ħɛsɛk
ḥtj	ħɛti
ḥtm	ħɛtɛm
ḥtp	ħaːtip
ḥtp	ħotɛp
ḥtp	ħoːtəp
ḥtp	ħɛtɛp
ḥtpt	ħɛtɛpɛt
ḥtpw	ħatpaw
ḥtpw	ħaʔp
ḥtpw	ħaʔpaw
ḥtpw	ħɛtɛpuː
ḥtpwt	ħɛtɛpuːt
ḥtrj	ħɛtri
ḥtrw	ħɛtɛruː
ḥts	ħɛtɛs
ḥtt	ħɛtɛt
ḥtyt	ħɛtiːt
ḥw	ħuː
ḥwj	ħuːi
ḥwn	ħuːn
ḥwnt	ħuːnɛt
ḥwrw	ħuːruː
ḥwt	ħawə
ḥwt	ħaːwit
ḥwt	ħaːwiʔ
ḥwt	ħoːwə
ḥwt	ħuːt
ḥwt	ħəwə
ḥww	ħuːʔuː
ḥwꜣ	ħaːwaʀ
ḥwꜣ	ħaːwəʔ
ḥwꜣ	ħoːw
ḥwꜣ	ħuːɑ
ḥwꜣꜣt	ħuːɑʔɑt
ḥwꜥ	ħuːɑː
ḥz.tj	ħɛzʔti
ḥzj	ħɛzi
ḥzmn	ħɛzmɛn
ḥzp	ħɛzɛp
ḥzt	ħɛzɛt
ḥzy	ħɛziː
ḥzꜣ	ħɛzɑ
ḥzꜣt	ħɛzɑt
ḥḏ	ħaːcʼ
ḥḏ	ħaːtʼ
ḥḏ	ħetʼ
ḥḏ	ħeːtʼ
ḥḏ	ħicʼ
ḥḏ	ħitʼ
ḥḏ	ħoːtʼ
ḥḏ	ħuːcʼaw
ḥḏ	ħuːtʼaw
ḥḏ	ħɛd͡ʒ
ḥḏj	ħɛd͡ʒi
ḥḏt	ħecʼjə
ḥḏt	ħucʼjat
ḥḏt	ħucʼjaʔ
ḥḏt	ħɛd͡ʒɛt
ḥḏw	ħɛd͡ʒuː
ḥḥ	ħaħ
ḥḥ	ħɛħ
ḥḥj	ħɛħi
ḥḥw	ħɛħuː
ḥṯṯt	ħaccat
ḥṯṯt	ħaʔt͡ʃaʔ
ḥṯṯt	ħəʔt͡ʃaʔ
ḥṯṯt	ħɛt͡ʃɛt͡ʃɛt
ḥꜣ	ħɑ
ḥꜣb	ħap
ḥꜣb	ħaʀab
ḥꜣb	ħɑb
ḥꜣb	ħəʔab
ḥꜣbj	ħiʀbit
ḥꜣbj	ħiʀbiʔ
ḥꜣbj	ħiːbaʔ
ḥꜣbj	ħiːβə
ḥꜣbj	ħɑbi
ḥꜣj	ħɑi
ḥꜣm	ħɑm
ḥꜣp	ħɑp
ḥꜣq	ħɑk
ḥꜣt	ħeːʔə
ḥꜣt	ħuːʀit
ḥꜣt	ħuːʀiʔ
ḥꜣt	ħɑt
ḥꜣtj	ħeːt
ḥꜣtj	ħuʀiːtij
ḥꜣtj	ħɑti
ḥꜣtt	ħɑtɛt
ḥꜣw	ħɑuː
ḥꜣyt	ħɑiːt
ḥꜣḥꜣ	ħɑħɑ
ḥꜥb	ħɑːb
ḥꜥj	ħɑːi
ḥꜥpj	ħɑːpi
ḥꜥt	ħɑːt
ḥꜥw	ħɑːuː
ḥꜥḏꜣ	ħɑːd͡ʒɑ
ḥꜥꜥwt	ħɑːʔɑːuːt
ḫ	xɛ
ḫbj	xɛbi
ḫbs	xɛbɛs
ḫbzt	xɛbzɛt
ḫbzwt	xɛbzuːt
ḫbꜣ	xɛbɑ
ḫdj	xɛdi
ḫdj	χiːtʼit
ḫdj	χiːtʼiʔ
ḫdj	χiːtʼə
ḫft	xɛfɛt
ḫftj	xɛfti
ḫftt	xɛfɛtɛt
ḫftw	xɛfɛtuː
ḫfꜣꜣt	xɛfɑʔɑt
ḫfꜥ	xɛfɑː
ḫm	xɛm
ḫm	χaːm
ḫm	χoːm
ḫmnjw	xɛmniuː
ḫmnjw	χamnijjaw
ḫmnnw	xɛmɛnnuː
ḫmnw	xɛmɛnuː
ḫmnw	χamaːnaw
ḫmnw	χəmaːnəʔ
ḫmnw	χəmoːn
ḫmnyw	xɛmɛniːuː
ḫmt	xɛmɛt
ḫmtnw	xɛmɛtnuː
ḫmtw	xɛmɛtuː
ḫmtw	χamt
ḫmtw	χamtaw
ḫmtw	χamtəʔ
ḫmw	xɛmuː
ḫmꜥt	xɛmɑːt
ḫn	xɛn
ḫnd	xɛnɛd
ḫndw	xɛnduː
ḫnfw	xɛnɛfuː
ḫnj	xɛni
ḫnm	xɛnɛm
ḫnms	xɛnmɛs
ḫnmt	xɛnmɛt
ḫnmw	xɛnɛmuː
ḫnp	xɛnɛp
ḫnr	xɛnɛr
ḫnrt	xɛnrɛt
ḫnrtt	xɛnrɛtɛt
ḫnsw	xɛnsuː
ḫnsw	χans
ḫnsw	χansVw
ḫnsw	χansəʔ
ḫnt	xɛnɛt
ḫntj	xɛnti
ḫntj	xɛnɛti
ḫntj	χentə
ḫntj	χintit
ḫntj	χintiʔ
ḫntw	xɛnɛtuː
ḫntyt	xɛntiːt
ḫntš	xɛntɛʃ
ḫnws	xɛnuːs
ḫpj	xɛpi
ḫpr	xɛpɛr
ḫpr	χaːpaɾ
ḫpr	χaːpaʔ
ḫpr	χoːpə
ḫprj	xɛpri
ḫprr	xɛprɛr
ḫprw	xɛpɛruː
ḫprw	χupiɾwaw
ḫprw	χupɾaw
ḫprw	χøpɾ
ḫprw	χəpeʔɾ
ḫprš	xɛprɛʃ
ḫpš	xopɛʃ
ḫpš	xɛpɛʃ
ḫpš	χaːpVʃ
ḫpš	χoːpəʃ
ḫr	xɛr
ḫrj	xɛri
ḫrp	xɛrɛp
ḫrpw	xɛrpuː
ḫrs	xɛrɛs
ḫrt	xɛrɛt
ḫrw	xɛruː
ḫrw	χaɾaw
ḫrw	χəɾaw
ḫrw.fj	xɛruːʔfi
ḫrwy	xɛruːiː
ḫrwyw	xɛruːiːuː
ḫryt	xɛriːt
ḫsbd	xɛsbɛd
ḫsbḏ	xɛsbɛd͡ʒ
ḫsf	xɛsɛf
ḫsfj	xɛsfi
ḫsr	xɛsɛr
ḫt	xɛt
ḫt	χeʔ
ḫt	χit
ḫt	χiʔ
ḫtj	xɛti
ḫtj	χiːtaʔ
ḫtj	χiːtit
ḫtj	χiːtiʔ
ḫtj	χiːtə
ḫtm	xɛtɛm
ḫtḫt	xɛtxɛt
ḫtꜣ	xɛtɑ
ḫw	xuː
ḫwd	xuːd
ḫwj	xuːi
ḫwzj	xuːzi
ḫwzj	χiwzit
ḫšꜣyꜣrwšꜣ	xɛʃɑiːɑruːʃɑ
ḫḫ	xɛx
ḫꜣ	xɑ
ḫꜣ	χaʀ
ḫꜣ	χaʔ
ḫꜣb	xɑb
ḫꜣbꜣbꜣšꜣ	xɑbɑbɑʃɑ
ḫꜣj	xɑi
ḫꜣjw	xɑiuː
ḫꜣm	xɑm
ḫꜣrw	xɑruː
ḫꜣrw	χuɾɾaw
ḫꜣrw	χøɾɾ
ḫꜣst	xɑsɛt
ḫꜣstjw	xɑstiuː
ḫꜣt	xɑt
ḫꜣtb	xɑtɛb
ḫꜣwj	xɑuːi
ḫꜣwt	xɑuːt
ḫꜣy	xɑiː
ḫꜣyt	xɑiːt
ḫꜣz	xɑz
ḫꜣḫ	xɑx
ḫꜣḫꜣ	xɑxɑ
ḫꜣꜥ	xɑʔɑː
ḫꜣꜥ	χaːʀaʕ
ḫꜣꜥ	χoːʔəʕ
ḫꜥj	xɑːi
ḫꜥj	χaʕja
ḫꜥj	χeʕjə
ḫꜥj	χiʕjit
ḫꜥj	χiʕjiʔ
ḫꜥw	xɑːuː
ṯb	t͡ʃɛb
ṯbwt	t͡ʃɛbuːt
ṯm	t͡ʃɛm
ṯms	t͡ʃɛmɛs
ṯmt	t͡ʃɛmɛt
ṯmḥ	t͡ʃɛmɛħ
ṯmꜣ	t͡ʃɛmɑ
ṯn	t͡ʃɛn
ṯnj	caːnaj
ṯnj	taːnaj
ṯnj	toːn
ṯnj	t͡ʃɛni
ṯnm	t͡ʃɛnɛm
ṯnw	t͡ʃɛnuː
ṯnwt	t͡ʃɛnuːt
ṯnḥr	t͡ʃɛnħɛr
ṯnṯꜣt	t͡ʃɛnt͡ʃɑt
ṯpḥt	t͡ʃɛpħɛt
ṯrm	t͡ʃɛrɛm
ṯrp	t͡ʃɛrɛp
ṯrt	caːɾat
ṯrt	taːɾaʔ
ṯrt	toːɾə
ṯrt	t͡ʃɛrɛt
ṯw	t͡ʃuː
ṯwfj	t͡ʃawf
ṯwfj	t͡ʃuːfi
ṯwn	t͡ʃuːn
ṯwt	t͡ʃuːt
ṯz	ciːzuw
ṯz	t͡ʃiːsuw
ṯz	t͡ʃiːsə
ṯz	t͡ʃɛz
ṯzj	t͡ʃɛzi
ṯzm	t͡ʃɛzɛm
ṯzt	t͡ʃɛzɛt
ṯztj	t͡ʃɛzti
ṯš	t͡ʃɛʃ
ṯḥn	t͡ʃɛħɛn
ṯḥnt	t͡ʃɛħnɛt
ṯḥnw	t͡ʃɛħɛnuː
ṯḥw	t͡ʃɛħuː
ṯꜣ	t͡ʃɑ
ṯꜣj	ciʀjit
ṯꜣj	t͡ʃiʀjiʔ
ṯꜣj	t͡ʃiːʔaʔ
ṯꜣj	t͡ʃiːʔə
ṯꜣj	t͡ʃɑi
ṯꜣm	t͡ʃɑm
ṯꜣr	t͡ʃɑr
ṯꜣtj	t͡ʃɑti
ṯꜣtt	t͡ʃɑtɛt
ṯꜣw	ciʀwit
ṯꜣw	cuʀwuw
ṯꜣw	teːw
ṯꜣw	tuʀwuw
ṯꜣw	t͡ʃiʀwiʔ
ṯꜣw	t͡ʃiːwə
ṯꜣw	t͡ʃɑuː
ṯꜣy	t͡ʃɑiː
ẖdb	çaːtʼab
ẖdb	çoːtʼəβ
ẖdb	çɛdɛb
ẖkr	çɛkɛr
ẖkrw	çɛkɛruː
ẖn	çɛn
ẖnj	çɛni
ẖnm	çɛnɛm
ẖnmt	çanmaʔ
ẖnmt	çanmə
ẖnmt	çɛnmɛt
ẖnmw	çanaːmaw
ẖnmw	çənoːm
ẖnmw	çɛnmuː
ẖnn	çɛnɛn
ẖnnw	çɛnɛnuː
ẖntj	çɛnti
ẖnw	çaːnaw
ẖnw	çaːnəʔ
ẖnw	çoːn
ẖnw	çɛnuː
