'ch	χ
gwag	ɡwaːɡ
gwagedd	ɡwaɡɛð
gwagedd	ɡwaːɡɛð
gwahaniaeth	ɡwahanjai̯θ
gwahaniaeth	ɡwahanjɛθ
gwahaniaeth	ɡwanjɛθ
gwahaniaeth	ɡwənjɛθ
gwahaniaethiad	ɡwahanjei̯θjad
gwahaniaethu	ɡwahanjei̯θi
gwahaniaethu	ɡwanjei̯θi
gwahanol	ɡwahanɔl
gwahanol	ɡwahaːnɔl
gwahanol	ɡwanɔl
gwahanol	ɡwaːnɔl
gwahanu	ɡwahani
gwahanu	ɡwahaːni
gwahardd	ɡwaharð
gwahodd	ɡwahoːð
gwahodd	ɡwahɔð
gwahân	ɡwahaːn
gwain	ɡwai̯n
gwair	ɡwai̯r
gwaith	ɡwai̯θ
gwal	ɡwal
gwalch	ɡwalχ
gwalch glas	ɡwalχɡlaːs
gwalch marth	ɡwalχmarθ
gwalch y nos	ɡwalχənoːs
gwalch y penwaig	ɡwalχəpɛnwai̯ɡ
gwalch y pysgod	ɡwalχəpəsɡɔd
gwall	ɡwaɬ
gwall	ɡwaːɬ
gwallt	ɡwaɬd
gwallus	ɡwaɬɪs
gwan	ɡwan
gwanwyn	ɡwanwɪn
gwanwynau	ɡwanwənai̯
gwanwynau	ɡwanwənɛ
gwar	ɡwar
gwarchod	ɡwarχɔd
gwared	ɡwarɛd
gwared	ɡwaːrɛd
gwaredu	ɡwareːdi
gwaredu	ɡwarɛdi
gwario	ɡwarjɔ
gwarthal	ɡwarθal
gwarthegydd	ɡwarθeːɡɪð
gwarthegydd	ɡwarθɛɡɪð
gwarthegyddion	ɡwarθɛɡəðjɔn
gwas	ɡwaːs
gwasanaeth	ɡwasanai̯θ
gwasanaeth	ɡwasanɛθ
gwasanaeth	ɡwasaːnai̯θ
gwasanaeth	ɡwasaːnɛθ
gwasanaethau	ɡwasanei̯θai̯
gwasanaethau	ɡwasanei̯θɛ
gwasgaru	ɡwasɡari
gwasgaru	ɡwasɡaːri
gwastraff	ɡwasdraf
gwau	ɡwai̯
gwawl	ɡwau̯l
gwawn	ɡwau̯n
gwawr	ɡwau̯r
gwayw	ɡwei̯u
gwaywffon	ɡwei̯wfɔn
gwaywffyn	ɡwei̯wfɪn
gwch	ɡʊχ
gwchi	ɡʊχi
gwddf	ɡuːðu
gwddf	ɡuːðʊv
gwddf	ɡʊðu
gwddf	ɡʊðv
gwddf	ɡʊðʊv
gwddw	ɡuːðu
gwddw	ɡʊðu
gwddwg	ɡuːðuɡ
gwddwg	ɡʊðʊɡ
gwdihŵ	ɡʊdɪhuː
gwe	ɡweː
gweddi	ɡweːði
gweddi	ɡwɛði
gweddi'r arglwydd	ɡweːðirarɡlui̯ð
gweddi'r arglwydd	ɡwɛðirarɡlui̯ð
gweddol	ɡweːðɔl
gweddol	ɡwɛðɔl
gweddw	ɡweːðu
gweddw	ɡwɛðu
gweddwon	ɡwɛðwɔn
gweddïau	ɡwɛðiːai̯
gweddïau	ɡwɛðiːɛ
gweddïo	ɡwɛðiɔ
gweddïo	ɡwɛðiːɔ
gweddïon	ɡwɛðiɔn
gweddïon	ɡwɛðiːɔn
gweddïwr	ɡwɛðiʊr
gweddïwr	ɡwɛðiːʊr
gweedig	ɡwɛeːdiɡ
gweedig	ɡwɛɛdiɡ
gwefan	ɡweːvan
gwefan	ɡwɛvan
gweinidog	ɡwei̯niːdɔɡ
gweinidog	ɡwei̯nɪdɔɡ
gweinydd	ɡwei̯nɪð
gweinyddes	ɡwei̯nəðɛs
gweinyddesau	ɡwei̯nəðɛsai̯
gweinyddesau	ɡwei̯nəðɛsɛ
gweinyddiad	ɡwei̯nəðjad
gweinyddiadau	ɡwei̯nəðjadai̯
gweinyddiadau	ɡwei̯nəðjadɛ
gweinyddiadau	ɡwei̯nəðjaːdai̯
gweinyddiadau	ɡwei̯nəðjaːdɛ
gweinyddiaeth	ɡwei̯nəðjai̯θ
gweinyddiaeth	ɡwei̯nəðjɛθ
gweinyddiaethau	ɡwei̯nəðjei̯θai̯
gweinyddiaethau	ɡwei̯nəðjei̯θɛ
gweinyddion	ɡwei̯nəðjɔn
gweinyddol	ɡwei̯nəðɔl
gweinyddu	ɡwei̯nəði
gweinyddwr	ɡwei̯nəðʊr
gweinyddwyr	ɡwei̯nəðwɪr
gweiriau	ɡwei̯rjai̯
gweiriau	ɡwei̯rjɛ
gweision	ɡwei̯sjɔn
gweision	ɡwei̯ʃɔn
gweithdy	ɡwəi̯θdi
gweithgaredd	ɡwei̯θɡarɛð
gweithgaredd	ɡwei̯θɡaːrɛð
gweithio	ɡwei̯θjɔ
gweithio	ɡwei̯θɔ
gweithio	ɡwiːθɔ
gweithiwr	ɡwei̯θjʊr
gweithiwr	ɡwei̯θʊr
gweithiwr	ɡwiːθʊr
gweithlu	ɡwei̯θli
gweithluoedd	ɡwei̯θliːɔi̯ð
gweithredu	ɡwei̯θreːdi
gweithredu	ɡwei̯θrɛdi
gweithwyr	ɡwei̯θwɪr
gwelais	ɡweːlai̯s
gwelais	ɡweːlɛs
gwelais	ɡwɛlai̯s
gwelais	ɡwɛlɛs
gweld	ɡwɛld
gweled	ɡweːlɛd
gweled	ɡwɛlɛd
gwelen	ɡweːlɛn
gwelen	ɡwɛlɛn
gweler	ɡweːlɛr
gweles	ɡweːlɛs
gweles	ɡwɛlɛs
gwelet	ɡweːlɛt
gwelet	ɡwɛlɛt
gwell	ɡweːɬ
gwell	ɡwɛɬ
gwella	ɡwɛɬa
gwellt	ɡwɛɬd
gwellta	ɡwɛɬda
gwelsen	ɡwɛlsɛn
gwelwch	ɡwɛlʊχ
gwelwn	ɡwɛlʊn
gwely	ɡweːli
gwely	ɡwɛli
gwen	ɡwɛn
gwenhwyfar	ɡwɛnhʊi̯var
gwenith	ɡweːnɪθ
gwenith	ɡwɛnɪθ
gwenithfaen	ɡwɛnɪθvai̯n
gwenllian	ɡwɛnɬiːan
gwennol	ɡwɛnɔl
gwenoliaid	ɡwɛnɔljai̯d
gwenoliaid	ɡwɛnɔljɛd
gwenu	ɡweːni
gwenu	ɡwɛni
gwenwyn	ɡweːnʊi̯n
gwenwyn	ɡwɛnwɪn
gwenwyn	ɡwɛnʊi̯n
gwenyn	ɡweːnɪn
gwenyn	ɡwɛnɪn
gwenyn gwyllt	ɡweːnɪŋɡwɪɬd
gwenyn gwyllt	ɡwɛnɪŋɡwɪɬd
gwenyn meirch	ɡweːnɪmmei̯rχ
gwenyn meirch	ɡwɛnɪmmei̯rχ
gwenyn mêl	ɡweːnɪmmeːl
gwenyn mêl	ɡwɛnɪmmeːl
gwenynen	ɡwenənɛn
gwenynen feirch	ɡwɛnənɛnvei̯rχ
gwenynen fêl	ɡwenənɛnveːl
gwenynen wyllt	ɡwenənɛŋwɪɬd
gweplyfr	ɡwɛplɪvr
gwerdd	ɡwɛrð
gwerddon	ɡwɛrðɔn
gwerddonau	ɡwɛrðoːnai̯
gwerddonau	ɡwɛrðoːnɛ
gwerddonau	ɡwɛrðɔnai̯
gwerddonau	ɡwɛrðɔnɛ
gweriniaeth	ɡwɛrɪnjai̯θ
gweriniaeth	ɡwɛrɪnjɛθ
gweriniaethau	ɡwɛrɪnjei̯θai̯
gweriniaethau	ɡwɛrɪnjei̯θɛ
gwerinwr	ɡwɛriːnʊr
gwerinwr	ɡwɛrɪnʊr
gwerinwyr	ɡwɛrɪnwɪr
gwern	ɡwɛrn
gwernen	ɡwɛrnɛn
gwernog	ɡwɛrnɔɡ
gwers	ɡwɛrs
gwerth	ɡwɛrθ
gwerthiant	ɡwɛrθjant
gwerthu	ɡwɛrθi
gwerthwr	ɡwɛrθʊr
gwerthwyr	ɡwɛrθwɪr
gweryd	ɡweːrɪd
gweryd	ɡwɛrɪd
gwesgyr	ɡwɛsɡɪr
gwestai	ɡwɛsdai̯
gwesteion	ɡwɛsdei̯ɔn
gwestiwn	ɡwɛsdjʊn
gwesty	ɡwɛsdi
gweud	ɡwei̯d
gwg	ɡuːɡ
gwialen bysgota	ɡwialɛnbəsɡɔta
gwialen bysgota	ɡwiaːlɛnbəsɡɔta
gwialen bysgota	ɡwjalɛmbəsɡɔta
gwialen bysgota	ɡwjaːlɛmbəsɡɔta
gwilym	ɡwɪlɪm
gwin	ɡwiːn
gwin newydd	ɡwiːnnɛu̯ɪð
gwinoedd	ɡwiːnɔi̯ð
gwinoedd	ɡwɪnɔi̯ð
gwir	ɡwiːr
gwirfoddol	ɡwɪrvoːðɔl
gwirfoddol	ɡwɪrvɔðɔl
gwisg	ɡwɪsɡ
gwisg	ɡwɪʃɡ
gwisga	ɡwɪsɡa
gwisgo	ɡwɪsɡɔ
gwisgo	ɡwɪʃɡɔ
gwiwer	ɡwɪu̯ɛr
gwiwerod	ɡwɪu̯eːrɔd
gwiwerod	ɡwɪu̯ɛrɔd
gwlad	ɡlaːd
gwlad	ɡwlaːd
gwlad belg	ɡwlaːdbɛlɡ
gwlad yr iâ	ɡwlaːdərjaː
gwladfa	ɡwladva
gwladfeydd	ɡwladvei̯ð
gwladgarol	ɡwladɡarɔl
gwladgarol	ɡwladɡaːrɔl
gwladgarwr	ɡwladɡarʊr
gwladgarwr	ɡwladɡaːrʊr
gwladgarwyr	ɡwladɡarwɪr
gwlana	ɡwlana
gwlana	ɡwlaːna
gwlanog	ɡwlanɔɡ
gwledd	ɡwleːð
gwledig	ɡwleːdɪɡ
gwledig	ɡwlɛdɪɡ
gwledydd	ɡwleːdɪð
gwledydd	ɡwlɛdɪð
gwleidydd	ɡwlei̯dɪð
gwleidyddol	ɡwlei̯dəðɔl
gwlith	ɡwliːθ
gwlithlaw	ɡwlɪθlau̯
gwlyb	ɡliːb
gwlyb	ɡwliːb
gwlych	ɡwliːχ
gwlychu	ɡləχi
gwlychu	ɡwləχi
gwlân	ɡwlaːn
gwnaeth	naːθ
gwnaeth	ɡnaːθ
gwnaeth	ɡwnai̯θ
gwneud	nei̯d
gwneud	ɡnei̯d
gwneud	ɡwnei̯d
gwningen	ɡʊnɪŋɛn
gwobr	ɡwɔbr
gwobrau	ɡwɔbrai̯
gwobrau	ɡwɔbrɛ
gwobrwyon	ɡwɔbrʊi̯ɔn
gwpan	ɡʊpan
gwpwrdd	ɡʊpʊrð
gwragedd	ɡraɡɛð
gwragedd	ɡraːɡɛð
gwragedd	ɡwraɡɛð
gwragedd	ɡwraːɡɛð
gwraidd	ɡwrai̯ð
gwraig	ɡrai̯ɡ
gwraig	ɡwrai̯ɡ
gwrando	ɡrandɔ
gwrando	ɡrɪndɔ
gwrando	ɡwrandɔ
gwrdd	ɡʊrð
gwregys	ɡreːɡɪs
gwregys	ɡrɛɡɪs
gwregys	ɡwreːɡɪs
gwregys	ɡwrɛɡɪs
gwregys llaethol	əɡwreːɡɪsɬei̯θɔl
gwregys llaethol	əɡwrɛɡɪsɬei̯θɔl
gwreiddiadur	ɡwrɛi̯ðjadɪr
gwreiddiadur	ɡwrɛi̯ðjaːdɪr
gwreiddio	ɡrɛi̯ðjɔ
gwreiddio	ɡrɛi̯ðɔ
gwreiddio	ɡwrɛi̯ðjɔ
gwreiddiol	ɡwrei̯ðjɔl
gwrendy	ɡwrɛndi
gwres	ɡwreːs
gwrol	ɡuːrɔl
gwrol	ɡʊrɔl
gwrs	ɡʊrs
gwrthgymdeithasol	ɡʊrθɡəmdei̯θasɔl
gwrthiselder	ɡʊrθɪsɛldɛr
gwrthiselydd	ɡʊrθɪseːlɪð
gwrthiselydd	ɡʊrθɪsɛlɪð
gwrthiselyddion	ɡʊrθɪsɛləðjɔn
gwrthod	ɡʊrθɔd
gwrthrych	ɡʊrθrɪχ
gwrthrychol	ɡʊrθrəχɔl
gwrthryfel	ɡʊrθrəvɛl
gwrthryfela	ɡʊrθrəveːla
gwrthryfela	ɡʊrθrəvɛla
gwrthryfelgar	ɡʊrθrəvɛlɡar
gwrthryfeloedd	ɡʊrθrəveːlɔi̯ð
gwrthryfeloedd	ɡʊrθrəvɛlɔi̯ð
gwrthryfelwr	ɡʊrθrəveːlʊr
gwrthryfelwr	ɡʊrθrəvɛlʊr
gwrthryfelwyr	ɡʊrθrəvɛlwɪr
gwrthwynebair	ɡʊrθwɪnɛbai̯r
gwrthwynebiad	ɡʊrθwɪnɛbjad
gwrthwynebiadau	ɡʊrθwɪnɛbjadai̯
gwrthwynebiadau	ɡʊrθwɪnɛbjadɛ
gwrthwynebiadau	ɡʊrθwɪnɛbjaːdai̯
gwrthwynebiadau	ɡʊrθwɪnɛbjaːdɛ
gwrthwynebu	ɡʊrθwɪneːbi
gwrthwynebu	ɡʊrθwɪnɛbi
gwrthwynebwyr	ɡʊrθwɪnɛbwɪr
gwrthwynebydd	ɡʊrθwɪneːbɪð
gwrthwynebydd	ɡʊrθwɪnɛbɪð
gwrw	ɡuːru
gwrw	ɡʊru
gwsberen	ɡʊsbeːrɛn
gwsberen	ɡʊsbɛrɛn
gwsberis	ɡʊsbɛrɪs
gwy	ɡʊi̯
gwyach	ɡʊi̯aχ
gwyar	ɡʊi̯ar
gwybed	ɡwəbɛd
gwybed ffwng	ɡwəbɛdfʊŋ
gwybedyn	ɡwəbeːdɪn
gwybedyn	ɡwəbɛdɪn
gwybod	ɡuːbɔ
gwybod	ɡuːbɔd
gwybod	ɡwɪbɔd
gwybod	ɡʊbɔ
gwybod	ɡʊbɔd
gwybod	ɡʊi̯bɔd
gwybodaeth	ɡwəboːdai̯θ
gwybodaeth	ɡwəboːdɛθ
gwybodaeth	ɡwəbɔdai̯θ
gwybodaeth	ɡwəbɔdɛθ
gwybodaeth	ɡwɪboːdai̯θ
gwybodaeth	ɡwɪboːdɛθ
gwybodaeth	ɡwɪbɔdai̯θ
gwybodaeth	ɡwɪbɔdɛθ
gwybodaeth	ɡʊi̯boːdai̯θ
gwybodaeth	ɡʊi̯boːdɛθ
gwybodaeth	ɡʊi̯bɔdai̯θ
gwybodaeth	ɡʊi̯bɔdɛθ
gwych	ɡwiːχ
gwychach	ɡwəχaχ
gwyched	ɡwəχɛd
gwyddau	ɡʊi̯ðai̯
gwyddau	ɡʊi̯ðɛ
gwyddbwyll	ɡwɪðbʊi̯ɬ
gwyddbwyll	ɡʊi̯ðbʊi̯ɬ
gwyddel	ɡʊi̯ðɛl
gwyddeleg	ɡʊi̯ðɛlɛɡ
gwydden	ɡwɪðɛn
gwyddion	ɡwəðjɔn
gwyddon	ɡwəðɔn
gwyddor	ɡʊi̯ðɔr
gwydr	ɡwɪdr
gwydraid	ɡwədrai̯d
gwyfyn	ɡwəvɪn
gwylan	ɡʊi̯lan
gwylanod	ɡʊi̯lanɔd
gwylanod	ɡʊi̯laːnɔd
gwyliedydd	ɡwɪljeːdɪð
gwyliedydd	ɡwɪljɛdɪð
gwyliedydd	ɡʊi̯ljeːdɪð
gwyliedydd	ɡʊi̯ljɛdɪð
gwyliedyddion	ɡwɪljɛdəðjɔn
gwyliedyddion	ɡʊi̯ljɛdəðjɔn
gwylio	ɡwɪljɔ
gwylio	ɡʊi̯ljɔ
gwyll	ɡwɪɬ
gwyll	ɡʊi̯ɬ
gwylliaid	ɡʊi̯ɬjai̯d
gwylliaid	ɡʊi̯ɬjɛd
gwyllon	ɡwəɬɔn
gwyllt	ɡwɪɬd
gwylog	ɡʊi̯lɔɡ
gwylogod	ɡʊi̯loːɡɔd
gwylogod	ɡʊi̯lɔɡɔd
gwymona	ɡwɪmoːna
gwymona	ɡwɪmɔna
gwymona	ɡʊi̯moːna
gwymona	ɡʊi̯mɔna
gwympo	ɡwɪmpɔ
gwympo	ɡʊmpɔ
gwyn	ɡwɪn
gwyndyd	ɡʊi̯ndɪd
gwynedd	ɡui̯nɛð
gwyneira	ɡwɪnei̯ra
gwyneth	ɡwɪnɛθ
gwynnach	ɡwənaχ
gwynnu	ɡwəni
gwynnu	ɡwɪni
gwyno	ɡʊi̯nɔ
gwynt	ɡwɪnt
gwyrdd	ɡwɪrð
gwyrddfaen	ɡwərðvai̯n
gwyrddion	ɡwərðjɔn
gwyrddsug	ɡwərðsɪɡ
gwyryf	ɡwərɪv
gwyryf	ɡwɪrɪv
gwys	ɡwiːs
gwystl	ɡwɪsdl
gwystl	ɡwɪsdɪl
gwystl	ɡʊi̯sdl
gwystl	ɡʊi̯sdɪl
gwâl	ɡwaːl
gwâr	ɡwaːr
gwêl	ɡweːl
gwên	ɡweːn
gwŷdd	ɡwiːð
gwŷl	ɡwiːl
gwŷn	ɡwiːn
gwŷr	ɡwiːr
gychwyn	ɡəχwɪn
gyd	ɡiːd
gyda	da
gyda	ɡəda
gyda	ɡɪda
gyda hyn	ɡədahɪn
gyda hyn	ɡɪdahɪn
gydag	ɡədaɡ
gydag	ɡɪdaɡ
gydbreswylwyr	ɡiːdbrɛsʊi̯lwɪr
gyddfau	ɡəðvai̯
gyddfau	ɡəðvɛ
gyfarfod	ɡwarvɔd
gyfarfod	ɡəvarvɔd
gyfforddus	ɡəfɔrðɪs
gyfiawnder	ɡəvjau̯ndɛr
gyflym	ɡəvlɪm
gyfnither	ɡəvniːθɛr
gyfnither	ɡəvnɪθɛr
gyfoethog	ɡəvɔi̯θɔɡ
gyfreithiwr	ɡəvrei̯θjʊr
gylch	ɡɪlχ
gylchgrawn	ɡəlχɡrau̯n
gylchgrawn	ɡɪlχɡrau̯n
gylfin	ɡəlvɪn
gylfinau	ɡəlviːnai̯
gylfinau	ɡəlviːnɛ
gylfinau	ɡəlvɪnai̯
gylfinau	ɡəlvɪnɛ
gylfinir	ɡəlviːnɪr
gylfinir	ɡəlvɪnɪr
gylfinirod	ɡəlvɪniːrɔd
gylfinirod	ɡəlvɪnɪrɔd
gyll	ɡɪɬ
gymaint	ɡəmai̯nt
gymaint	ɡəmɛnt
gymaint	ɡɪmɛnt
gymedrolwr	ɡəmɛdroːlʊr
gymedrolwr	ɡəmɛdrɔlʊr
gymedrolwyr	ɡəmɛdrɔlwɪr
gymorth	ɡəmɔrθ
gymru	ɡəmri
gymylog	ɡəməlɔɡ
gyngor	ɡəŋɔr
gynhadledd	ɡənhadlɛð
gynnar	ɡənar
gynnar	ɡɪnar
gynnwrf	ɡənʊrv
gyrdd	ɡɪrð
gyrgoed	ɡərɡɔi̯d
gyrgoed	ɡɪrɡɔi̯d
gyrraedd	ɡərai̯ð
gyrraedd	ɡərað
gyrraedd	ɡərɛð
gyrraf	ɡərav
gyrru	ɡəri
gyrrwr	ɡərʊr
gysgu	ɡəsɡi
gystadlu	ɡəsdadli
gythraul	ɡəθrai̯l
gythraul	ɡəθrɛl
gythreuliaid	ɡəθrei̯ljai̯d
gythreuliaid	ɡəθrei̯ljɛd
gâl	ɡaːl
gân	ɡaːn
gât	ɡaːt
gêm	ɡeːm
gên	ɡeːn
gôl	ɡoːl
gôt	ɡoːt
gŵr	ɡuːr
gŵydd	ɡʊi̯ð
gŵyl	ɡʊi̯l
gŵyll	ɡʊi̯ɬ
gŵyr	ɡʊi̯r
gŵyth	ɡʊi̯θ
gẃraidd	ɡuːrai̯ð
gẃraidd	ɡʊrai̯ð
h	ai̯tʃ
h	h
h	hai̯tʃ
h	hə
habad	habad
habad	haːbad
habadaeth	habadai̯θ
habadaeth	habaːdai̯θ
habadaeth	habaːdɛθ
habadaethau	habadei̯θai̯
habadaethau	habadei̯θɛ
habadau	habadai̯
habadau	habadɛ
habadau	habaːdai̯
habadau	habaːdɛ
habades	habadɛs
habades	habaːdɛs
habadesau	habadɛsai̯
habadesau	habadɛsɛ
habatai	habatai̯
habatir	habatɪr
habatiroedd	habatiːrɔi̯ð
habatiroedd	habatɪrɔi̯ð
habaty	habati
haber	habɛr
haber	haːbɛr
haberaeron	habɛrei̯rɔn
haberdâr	habɛrdaːr
habwyd	habʊi̯d
habwyd	haːbʊi̯d
habwydyn	habʊi̯dɪn
hach	aːχ
hachos	haχɔs
hachos	haːχɔs
hachosi	haχɔsi
had	haːd
hadar	hadar
hadar	haːdar
haddo	haðɔ
haddo	haːðɔ
hadeilad	hadei̯lad
haden	hadɛn
haden	haːdɛn
hadolygu	hadɔləɡi
hadran	hadran
hadu	hadi
hadu	haːdi
hadwaenent	hadwei̯nɛnt
haeddel	hei̯ðɛl
haeddel fawr	hei̯ðɛlvau̯r
haelwyd	hei̯lʊi̯d
haen	hai̯n
haethnen	hei̯θnɛn
haethnenni	hei̯θnɛni
haf	haːv
hafod	havɔd
hafod	haːvɔd
hafodau	havoːdai̯
hafodau	havoːdɛ
hafodau	havɔdai̯
hafodau	havɔdɛ
hafodydd	havoːdɪð
hafodydd	havɔdɪð
hafota	havɔta
hafren	havrɛn
hagor	haɡɔr
hagor	haːɡɔr
hail	hai̯l
hais	hais
halen	halɛn
halen	haːlɛn
halibalŵ	halɪbaluː
hamerica	hamɛrɪka
hamod	hamɔd
hamser	hamsɛr
hances	hankɛs
hanes	hanɛs
hanes	haːnɛs
hanfon	hanvɔn
hangen	haŋɛn
hangharad	haŋharad
hangharad	haŋhaːrad
hanner	hanɛr
hannwyd	hanʊi̯d
hanodd	hanɔð
hanodd	haːnɔð
hapus	hapɪs
harall	haraɬ
harall	haːraɬ
harbwr	harbʊr
hardal	hardal
hardaloedd	hardaːlɔi̯ð
hardaloedd	hardaːlɔð
hardd	harð
harddach	harðaχ
hardded	harðɛd
harglwydd	harɡlʊi̯ð
harian	harjan
harlwy	harlui̯
haros	harɔs
haros	haːrɔs
harth	harθ
hatyr	hatɪr
haul	hai̯l
haul	hɔi̯l
hawdd	hau̯ð
hawl	hau̯l
hawlfraint	hau̯lvrai̯nt
hawlio	hau̯ljɔ
heb	heːb
heboca	hɛbɔka
hechryd	hɛχrɪd
hechrydu	hɛχrədi
hechrydus	hɛχrədɪs
hedd	heːð
heddferch	hɛðvɛrχ
heddiw	heːði
heddiw	heːðɪu̯
heddiw	hɛði
heddiw	hɛðɪu̯
heddlu	hɛðli
heddluoedd	hɛðliɔi̯ð
heddluoedd	hɛðliːɔi̯ð
heddwas	hɛðwas
heddwch	heːðʊχ
heddwch	hɛðʊχ
hedfan	hɛdvan
hedyn	heːdɪn
hedyn	hɛdɪn
hefin	heːvɪn
hefin	hɛvɪn
hefo	heːvɔ
hefo	hɛvɔ
hefyd	heːvɪd
hefyd	hɛvɪd
heglwys	hɛɡlʊi̯s
heglwys	hɛɡlʊs
heibio	hei̯bjɔ
heibio	hei̯bɔ
heibio	hiːbɔ
heini	hei̯ni
heirdd	hei̯rð
heisteddfod	hei̯sdɛðvɔd
heisteddfodau	hei̯sdɛðvoːdai̯
heisteddfodau	hei̯sdɛðvoːdɛ
heisteddfodau	hei̯sdɛðvɔdai̯
heisteddfodau	hei̯sdɛðvɔdɛ
hel	hɛl
helaeth	heːlai̯θ
helaeth	heːlɛθ
helaeth	hɛlai̯θ
helaeth	hɛlɛθ
helbul	hɛlbɪl
helbulon	hɛlbiːlɔn
helbulon	hɛlbɪlɔn
helbulus	hɛlbiːlɪs
helbulus	hɛlbɪlɪs
helc	hɛlk
helciaid	hɛlkjai̯d
helciaid	hɛlkjɛd
helfen	hɛlvɛn
heliwm	hɛljʊm
help	hɛlp
help llaw	hɛlpɬau̯
helpu	hɛlpi
helpwr	hɛlpʊr
helpwyr	hɛlpwɪr
helwr	heːlʊr
helwr	hɛlʊr
helwyr	hɛlwɪr
helyg	heːlɪɡ
helyg	hɛlɪɡ
helygen	hɛləɡɛn
helyglys	hɛləɡlɪs
helyglys hardd	hɛləɡlɪsharð
helynt	heːlɪnt
helynt	hɛlɪnt
helyntion	hɛləntjɔn
helyntoedd	hɛləntɔi̯ð
hen	heːn
hen bryd	heːnbriːd
hen galan	heːnɡalan
hen galan	heːnɡaːlan
henaint	heːnai̯nt
henaint	hɛnai̯nt
hendrefa	hɛndreːva
hendrefa	hɛndrɛva
hendrefi	hɛndreːvi
hendrefi	hɛndrɛvi
hendrefydd	hɛndreːvɪð
hendrefydd	hɛndrɛvɪð
henffordd	hɛnfɔrð
henghraifft	hɛŋrɛfd
henghraifft	hɛŋ̊rai̯fd
henghraifft	hɛŋ̊rɛfd
heno	heːnɔ
heno	hɛnɔ
henw	heːnu
henw	hɛnu
heog	heːɔɡ
heog	hɛɔɡ
heol	heːɔl
heol	hɛu̯l
heol y gwynt	heːɔləɡwɪnt
her	hɛr
heraill	heːraiɬ
heraill	heːrɪɬ
heraill	hɛraiɬ
heraill	hɛrɪɬ
herwhela	hɛrwheːla
herwhela	hɛrwhɛla
hesg	hɛsɡ
hesgen	hɛsɡɛn
het	hɛt
hetiwr	hɛtjʊr
heuldro	hei̯ldrɔ
heuldro'r gaeaf	hei̯ldrɔrɡei̯a
heuldro'r gaeaf	hei̯ldrɔrɡei̯av
heuldro'r haf	hei̯ldrɔrhaːv
heuliog	hei̯ljɔɡ
heulog	hei̯lɔɡ
heulsaf	hei̯lsav
heulwen	hei̯lwɛn
hi	hiː
hiach	hjaːχ
hiarll	hjarɬ
hiasoer	hjasɔi̯r
hiddewiaeth	hɪðeu̯jai̯θ
hiddewiaeth	hɪðeu̯jɛθ
hieirll	hjei̯rɬ
hifanc	hiːvaŋk
hifanc	hɪvaŋk
hil	hiːl
hiliaeth	hɪljai̯θ
hiliaeth	hɪljɛθ
hinon	hiːnɔn
hinon	hɪnɔn
hir	hiːr
hiraeth	hiːrai̯θ
hiraeth	hiːrɛθ
hiraeth	hɪrai̯θ
hiraeth	hɪrɛθ
hirddydd	hɪrðɪð
hirddydd haf	hɪrðɪðhaːv
hirgron	hɪrɡrɔn
hirgrwn	hɪrɡrʊn
hirgrynion	hɪrɡrənjɔn
hirion	hɪrjɔn
hirnod	hɪrnɔd
hirsgwar	hɪrsɡwar
hirsgwarau	hɪrsɡwarai̯
hirsgwarau	hɪrsɡwarɛ
hirsgwarau	hɪrsɡwaːrai̯
hirsgwarau	hɪrsɡwaːrɛ
hirsgwariau	hɪrsɡwarjai̯
hirsgwariau	hɪrsɡwarjɛ
hiâ	hjaː
hoed	hoːd
hoed	hɔi̯d
hoen	hɔi̯n
hoff	hoːf
hoffen	hɔfɛn
hoffest	hɔfɛsd
hoffet	hɔfɛt
hoffi	hɔfi
hofran	hɔvran
hofrennydd	hɔvrɛnɪð
hogan	hɔɡan
hogen	hɔɡɛn
hogiau	hɔɡjai̯
hogiau	hɔɡjɛ
hogyn	hɔɡɪn
holi	hoːli
holi	hɔli
holl	hoːɬ
hollti	hɔɬdi
holocost	hɔlɔkɔsd
homan	hɔman
hon	hɔn
honno	hɔnɔ
hosbis	hɔsbɪs
hosbisau	hɔsbɪsai̯
hosbisau	hɔsbɪsɛ
hoyw	hɔi̯u
huan	hian
huan	hiːan
huawdl	hiːau̯dl
hud	hiːd
huddygl	hɪðɪɡl
hudlath	hɪdlaθ
hudo	hiːdɔ
hudo	hɪdɔ
hufen	hiːvɛn
hufen	hɪvɛn
hugain	hiːɡai̯n
hugain	hiːɡɛn
hugain	hɪɡai̯n
hugain	hɪɡɛn
hun	hiːn
huna	hiːna
huna	hɪna
hunain	hiːnai̯n
hunain	hiːnɛn
hunain	hɪnai̯n
hunain	hɪnɛn
hunan	hiːnan
hunan	hɪnan
hunanladdwr	hiːnanɬaːðʊr
hunanladdwr	hɪnanɬaðʊr
hunanladdwr	hɪnanɬaːðʊr
hunanynysu	hiːnanənəsi
hunanynysu	hɪnanənəsi
hunarddeg	hiːnarðeːɡ
hunion	hɪnjɔn
hunllef	hɪnɬɛ
hunllef	hɪnɬɛv
huno	hiːnɔ
huno	hɪnɔ
hwch	huːχ
hwn	hʊn
hwngari	hʊŋɡari
hwngari	hʊŋɡri
hwnna	hʊna
hwnnw	hʊnu
hwntw	hʊntu
hwntws	hʊntuz
hwpo	hʊpɔ
hwpo	ʊpɔ
hwrdd	hʊrð
hwy	hʊi̯
hwyad	hʊi̯ad
